# koodo word-structure pack v1 (glosses) | OpenRussian (github.com/Badestrand/russian-dictionary), CC BY-SA 4.0
дальнейший	further, subsequent	weitere
дальний	distant, remote, long	fern, entlegen
дальнобойность	range	große Reichweite (von Feuerwaffen und dergleichen)
дальнобойный	long-range, of long range	weittragend, Fern-
дальнобойщик	trucker	LKW-Fahrer, Fernfahrer
дальновидность	foresight, prescience	Umsicht, Voraussicht, Weitblick
дальновидный	far-sighted, far-seeing, prescient	umsichtig, vorausschauend, voraussichtig, weitblickend
дальнозоркий	long-sighted, far-sighted	weitsichtig
дальнозоркость	long sight	Weitsichtigkeit (Fehlsichtigkeit)
дальномер	range-finder operator	Entfernungsmesser, Weitenmesser (Gerät)
дальность	distance, range	Weite, Entfernung
дальтоник	colour-blind person, daltonian	Farbenblinder
далёкий	far	fern, weit, entfernt, entlegen, fremd
дама	lady, partner, queen	Dame
дамка	king	Dame
дамочка		Dame, Fräulein
дамский	Adjective of дама	Damen-
данник	tributary	tributpflichtiger / abgabepflichtiger Adliger
данность		Gegebenheit, Gabe, Vorhandensein
данные	report, data, facts, information, qualities, makings, pot…	Angaben, Gründe
данный	given, present	gegeben, vorliegend, entsprechend
дансинг	dance hall	Dancing, Tanzlokal, Tanzbar
дантист	dentist	Zahnarzt
дантистка	dentist	Zahnärztin, Stomatologin, Dentistin
дань	tribute, contribution	Tribut, Schuldigkeit
дар	gift, donation, grant	Gabe, Begabung
дарвинизм	Darwinism	Darwinismus
дарвинист	Darwinian, Darwinist	Darwinist
дарение		Zuwendung
даритель	donor, grantor	Schenker, Schenkender
дарительница	donor, grantor	Stifterin, Spenderin, Gebende
дарить	give, make a present, grant, present, favour, bestow	schenken
дармоед	freeloader, drone, parasite	Schmarotzer, Nassauer
дармоедка	parasite, sponger, drone	Nassauerin, Schmarotzerin
дармоедство	parasitism, sponging	Nassauerei, Nassauern, Schmarotzen
дарование	gift, talent	Begabung, Talent
даровать	grant	schenken, gewähren
даровитость	giftedness	Begabung, Talent
даровитый	gifted, talented	begabt, talentiert
даровой	free, gratuitous	kostenlos, geschenkt, gratis
дата	date	Datum
дательный	Dative	dativ
датировать	date	datieren, das Datum angeben
датироваться		datiert werden, datieren, herrühren, stammen
датировка		Datierung, Datieren
датский		Dänisch / dänisch
датчанин	Dane	Däne
датчанка	Dane	Dänin
датчик	data unit, pick-up	Sensor, Fühler, Messinstrument
дать	give	geben
даться		leichtfallen
дача	giving, portion, allowance, cottage, country-cottage, sum…	Datscha, Wochenendhaus, Sommerfrische
дачка		Datscha
дачник	summer resident	Sommergast, Sommerfrichler
дачница	summer resident	Datschenbewohnerin, Ferienhausbewohnerin, weiblicher Somm…
дачный	Adjective of дача	Hütten-, Datschen-, Land-, Ferien-
даяние	donation	Geben, Gabe, Spende
двадцатигранник	icosahedron	Ikosaeder, Zwanzigflächner
двенадцатый	twelfth	der zwölfte
дверка		Türchen, Ofentür, Wagenschlag, Klappe
дверной	Adjective of дверь	Tür-
дверца	door	Türchen
дверь	door	Tür
двигатель	motor, engine, mover	Motor, Triebwerk
двигательный	impellent, motive	Bewegungs-
двигать	move, set in motion, set going, advance, further, promote	bewegen, in Gang bringen
двигаться	to move, advance	sich bewegen, gehen, fahren, in Bewegung sein, sich rühren
движение	movement	Bewegung
движимость	movables, personal property, movable property	bewegliche Habe, Mobilien
движимый	movable	beweglich, mobil, motiviert
движитель		Triebwerk, Motor, Antrieb, Propeller, Fahrwerk
движок	slide, runner, small engine, wooden shovel	Motor, Triebwerk
двинуть	move	bewegen, zucken, transportieren
двинуться	move, advance	sich in Bewegung setzen, in Bewegung kommen
двоеверец		Ketzer, Gläubiger
двоеверие		Ketzerei
двоедушие	duplicity, double-dealing	Falschheit, Unaufrichtigkeit
двоедушный	two-faced	zwiegesichtig, falsch, unaufrichtig
двоечник		schlechter Schüler, Sitzenbleiber
двоечница		schlechte / schwache / leistungsschwache / miserable Schü…
двоить	double, divide in two, plough a second time	zum zweiten Mal pflügen
двоиться		doppelt erscheinen
двойка	two, deuce, pair-oar boat, pair, double sculls	Zwei, Vier, Zweiler
двойник		Doppelgänger
двойной	double, twofold	doppelt, zweifach, Doppel-
двойня	twins	Zwillinge, Zwillingspaar
двойственность	duality, duplicity	Zwiespältigkeit, Dualität, Ambivalenz
двойственный	dual, two-faced, bipartite	dual, ambivalent, zwiespältig, heuchlerisch
двор	courtyard, yard, court, homestead, farmstead	Hof
дворец	palace	Palast
дворецкий	butler	Butler
дворик	Patio	kleiner Hof
дворник	Janitor, street cleaner, windscreen wiper	Hausmeister, Scheibenwischer
дворницкий		Hausmeister-, Pförtner-
дворничать		den Hausmeisterberuf ausüben
дворничиха	wife of dvornik, woman-dvornik	Haumeisterin, Pförtnerin
дворня	servants, menials	Dienerschaft, Gesinde
дворняга	mongrel	Promenadenmischung
дворняжка	mongrel	Hofhund, Köter
дворовый	menial, house-serf	Hof-
дворцовый	Adjective of дворец	Palast-, Schloss-
дворянин	noble, nobleman, one belonging to the gentry, member of t…	der Adlige
дворянка	noblewoman	Standesperson
дворянский	nobility, gentry, of noble family, of the nobility	adlig, Adel-, Adels-
дворянство	nobility, nobles, gentry	Adel
двоякий	double	zweifach, doppelt
двояко	in two ways	zweifach, doppelt
двояковогнутый	concavo-concave	bikonkav
двояковыпуклый	convexo-convex	bikonvex
двудомный	diclinous, dioecious	diözisch, zweihäusig
двуединый	one in two, consisting of two indissolubly united parts	zwiespältig
двужильный	strong, hardy, tough, twin-core	zweistöckig, Doppel-
двузначный	two-digit	zweistellig, zweideutig
двуликий	two-faced, bifacial, double-faced	zweigesichtig
двуличие	double-facedness, duplicity	Heuchelei, Falschheit, Verlogenheit, Unehrlichkeit
двуличный	double-faced, two-faced, hypocritical	heuchlerisch
двуокись	dioxide	Dioxid
двуполье	two-field rotation of crops	Zweifelderwirtschaft
двурогий	two-horned	mit zwei Hörnern
двуручный	two-handled	mit zwei Griffen
двурушник	double-dealer	Mensch mit zwei Gesichtern, Janus, Heuchler, doppelzüngig…
двурушнический	double-dealing	scheinheilig, falsch, heimtückisch
двурушничество	double-dealing	Doppelzüngigkeit, Scheinheiligkeit, Falschheit, Falsch, H…
двусмысленность	ambiguity, ambiguous expression, double entendre	Mehrdeutigkeit
двусмысленный	ambiguous, equivocal, indecent, suggestive, risque	zweideutig, doppelsinnig
двустволка	double-barrel, double-barrelled gun	Puppe, Mieze, Tussi
двуствольный	double-barrelled	Doppelläufig
двустворчатый	folding, bivalve	zweitürig, zweiflügelig
двуутробка	marsupial	Beutelratte, Opossum
двухвёрстка	map on scale of two versts to the inch	Landkarte im Masstab 1 zu 84 000
двухгодичный	of two years, two-year, biennial	zweijährig
двухголосный		zweistimmig
двухпартийный	two-party	Zweiparteien-
двухтомник	two-volume edition	Werk aus 2 Bänden, Doppelband, zweibändige Ausgabe, Werke…
двухъярусный		Doppelstock-, in zwei Ebenen  angeordnet
двуязычный	bilingual	zweisprachig
дебаркадер	landing-stage, platform	Bahnsteig
дебатировать	debate, discuss	debattieren
дебаты	debate	Debatte
дебело		fett, feist, massig
дебелость		Fülligkeit, Beleibtheit, Massigkeit
дебелый	plump, buxom	fett, feist, massig
дебет	debit	Debet, Soll
дебетовать	debit	belasten, in Rechnung stellen
дебил	moron	Debiler, Schwachkopf
дебилизм		Debilität
дебильный		schwachsinnig
дебит	output, yield	Fördermenge an Erdöl / Erdgas / Wasser pro Zeiteinheit, E…
дебитор	debtor	Debitor, Schuldner
деблокировать	raise the blockade, relieve	freigeben, entblocken
дебош	uproar, row	Skandal, Radau, Krawall, Schlägerei
дебошир	rowdy, brawler	Ruhestörer, Störenfried, Skandalmacher, Krakeeler, Radaub…
дебоширить	kick up a row, create a shindy, make an uproar, make a vi…	randalieren
дебри	thickets, dense forest, maze, labyrinth, the wilds, god-f…	Dickicht, Urwald
дебют	debut, opening	Debüt
дебютант	debutant	Anfänger, Debütant, Neuling
дебютантка	debutante	Anfängerin, Debütantin
дебютировать		debütieren, sein Debüt geben
дебютный		Debüt-, Anfangs-, Premieren-, Erst-
дева	Virgo, virgin, maiden	Maid, junges Mädchen
девальвация	devaluation, depreciation	Abwertung
девать	hide, put, do	verbrauchen, ausgeben
деваться	happen to, get to, get lost	verschwinden, hingeraten
девиация	deviation	Deviation, Abweichung
девиз	motto	Devise, Motto, Wahlspruch
девица	girl, unmarried woman, old maid, spinster, damsel	junges Mädchen
девичество	girlhood	Unverheiratetsein
девичий	girlish, maidenly	mädchenhaft, Mädchen-, jungfräulich
девичник	party for girls given by a bride on the eve of her weddin…	Polterabend
девка	girl, tart, strumpet	Mädchen
девон	Devonian	Devon
девонский	Devonian	devonisch, Devon-
девонька		Mädchen
девочка	girl, little girl, girlie	Mädchen
девственник	virgin	Jungfrau, Jungfer, noch unberührter Mann
девственница	virgin	Jungfrau, Jungfer, unschuldiges Mädchen
девственно		jungfräulich, keusch, rein, unbescholten
девственность	virginity	Jungfräulichkeit
девственный	virgin	jungfräulich, keusch
девушка	girl, lass, miss	Mädchen, Fräulein, junge Frau
девчонка	girl, young thing, kid, slip of a girl	Mädchen
девчушка		kleines Mädchen
девятиклассник	ninth-form boy, ninth-former	Neuntklässler, Schüler / Absolvent der neunten Klasse / d…
девятиклассница	ninth-form girl	Neuntklässlerin, Schülerin / Absolventin der neunten Klas…
девятка	nine	Triangel
девятый	ninth	der neunte
девять	nine, 9	neun, 9
дегенерат	moron	der Degenerierte
дегенерация	degeneration	Degeneration
дегенерировать	degenerate	degenerieren, verkommen
деградация	degradation	Verfall
деградировать	degrade, become degraded	verfallen, herunterkommen
дегустатор	taster	Verkoster, Vorkoster, Degustator
дегустация	tasting	Verkostung, Degustation, Geschmacksprüfung
дегустировать	taste, carry out a tasting	degustieren
дед	grandfather, old man, forefathers	Großvater
дедка		Großvater
дедов	Adjective of дед	Großvater-
дедовский	antiquated, old-world	großväterlich
дедовщина	Hazing	schikanöses Verhalten
дедуля		Opa, Großvater, Opi, Großväterchen
дедушка	grandfather, grandad, grand-dad, grandpa, old man	Großvater, Opa
дедушкин		Großvaters-
деепричастие	adverbial participle	Gerundium, Adverbialpartizip
деепричастный	adverbial participle	Adverbialpartizip-
дееспособность	energy, activity, capability	Handlungsfähigkeit, Arbeitsfähigkeit
дееспособный	capable of functioning, able to function, capable	handlungsfähig, funktionsfähig, strafmündig
дежурить	be on duty, watch	Dienst haben
дежурный	on duty, man on duty, orderly officer, officer of the day…	der Diensthabende, Ordnungsdienst
дежурство	duty, watch	Dienst, Aufsicht
дезавуировать	disavow, repudiate	die Handlungsvollmacht entziehen
дезертир	deserter	Deserteur, der Fahnenflüchtige
дезертировать	desert	desertieren, fahnenflüchtig werden
дезертирство	desertion	Fahnenflucht, Desertion
дезинфекция	disinfection	Desinfektion, Entseuchung
дезинфицировать	disinfect	desinfizieren, entseuchen
дезинформация	misinformation	Desinformation
дезинформировать	misinform	Desinformationen verbreiten, desinformieren
дезорганизация	disorganization	Desorganisation, Desorganisierung
дезорганизованный	disorganized	desorganisiert, verwirrt, gestört
дезорганизовать	disorganize	desorganisieren
дезориентация	disorientation, bewilderment, confusion	Irreführung, Desorientierung
дезориентировать	disorient, confuse, make lose, cause to lose	irreführen, desorientieren
действенно		wirksam, wirkungsvoll, effektiv
действенность	effectiveness, efficacy, activity, effectualness	Wirksamkeit
действенный	effective, efficacious, active, effectual	wirksam, wirkungsvoll
действие	action, operation, effect, activity, activities, conduct,…	Handlung, Aktion, Aktivität, Akt, Tun
действительно	really, actually	wirklich, tatsächlich, in der Tat, wahrhaftig
действительность	reality, validity, actuality	Wirklichkeit, Realität
действительный	actual, real, true, effective, effectual, efficacious, valid	tatsächlich, wirklich, real
действо	Action	antikes Theaterschauspiel
действовать	act, operate, function, work, run, have an effect	handeln, agieren, verfahren, vorgehen
дейтерий	deuterium	Deuterium
декабрист	Decembrist	Dekabrist
декабристка		Dekabristenfrau, Dekabristengattin
декабрь	December	Dezember
декабрьский	Adjective of декабрь	Dezember-
декада	ten-day period	Dekade
декадент	decadent	Dekadente
декадентка	decadent	Vertreterin der Dekadenz
декадентский	decadent	dekadent, Dekadenz-
декадентство	decadence	Dekadenz, Décadence, Sittenverfall, kultureller Verfall
декаметр	decametre	Dekameter
декан	dean	Dekan
деканат	Dean's office	Dekanat
декатировать	sponge	dekatieren
декламатор	reciter	Deklamator, Rezitator, Vortragender
декламация	recitation, declamation	Deklamation, Vortrag
декламировать	recite, declaim	deklamieren, vortragen
декламироваться		deklamiert werden, vorgetragen werden, zum Vortrag gebrac…
декларативность	tendency to make pronouncements for effect	deklarativer Charakter, deklaratorischer Charakter, prokl…
декларативный	declarative, declaratory, made for effect, pretentious	deklarativ, feierlich, beschreibend, Deklarations-
декларация	declaration	Deklaration
декларировать	proclaim, lay down	deklarieren
декларироваться		deklariert werden
деклассированный	declasse	deklassiert, sozial abgesunken
декодирование	decoding	Dekodieren/Decodieren, Entschlüsseln, Dechiffrieren, Deko…
декомпрессия	decompression	Dekompressionskrankheit (von Tauchern)
декор	decor	Dekoration, Schmuck, Raumschmuck, Tafelschmuck, Dekor
декоративный	decorative, ornamental	dekorativ
декоратор	decorator, scene-painter	Kulissenmaler, Dekorateur
декорация	scenery	Dekoration, Bühnenbild
декорировать	decorate, ornament	dekorieren, schmücken, mit Dekor versehen
декрет	decree, edict	Dekret
декретировать	decree	verordnen, anordnen
декретный	maternity	auf einen Erlass bezogen, auf die Elternzeit bezogen
делать	make, do	machen, erledigen
делаться	become, get, grow, happen	werden
делегат	delegate	der Delegierte
делегатка	delegate	Delegierte
делегация	delegation	Delegation
делегирование	delegation	Delegierung, Delegation (als Vorgang), Abordnung (als Vor…
делегировать	delegate	delegieren
деление	division, point	Teilung, Division, Teilstrich
делец	business man, operator	Geschäftsmann
деликатес	delicacy, dainty, delicacies, delicatessen	Delikatesse, Leckerbissen
деликатничать	be overnice, treat unnecessarily softly, be too soft	jemanden wie ein rohes Ei behandeln, mit Samthandschuhen …
деликатно	delicately	zartfühlend, feinfühlig, rücksichtsvoll
деликатность	delicacy, tact	Zartgefühl, Taktgefühl, Rücksicht
деликатный	delicate, considerate, tactful, ticklish	zartfühlend, feinfühlig, rücksichtsvoll
делитель	divisor	Devisor, Teiler
делить	divide	teilen, einteilen, verteilen, dividieren, unterteilen
делиться	share	sich teilen, eingeteilt werden, mitteilen, teilen, untere…
дело	business	Sache, Angelegenheit, Geschäft
деловито		sachlich, geschäftsfähig, geschäftig
деловитость	business-like character, efficiency	Sachlichkeil
деловитый	efficient, business-like	sachlich, geschäftsfähig, geschäftig
деловой	business, business-like, practical	Geschäfts-, geschäftlich
делопроизводитель	clerk	Sachbearbeiter, Bearbeiter, Schriftführer
дельный	efficient, business-like, sensible	vernüftig, klug, gescheit
дельта	delta	Delta
дельфин	dolphin	Delphin
дельце		Ding, Angelegenheit, Sache
деляга	a narrow-minded and self-interested one	Geschäftemacher
делянка	allotment, plot, piece of woodland	Parzelle, Flurstück, Teil, Anteil
делёж	sharing, division, partition, distribution	Aufteilung
делёжка	sharing, dealing	Teilung, Teilen, Einteilung, Aufteilung, Verteilung
демагог	demagogue	Demagoge
демагогический	demagogic	aufwieglerisch, hetzend
демагогичный	demagogic	demagogisch, hetzend
демагогия	demagogy	Demagogie
демаркация	demarcation	Demarkation
демарш	demarche	Intervention
демаскировать	decamouflage	demaskieren, entlarven
демисезонный		Übergangs-, Herbst- und Frühjahrs-
демиург	demiurge	Demiurg
демобилизация	demobilization, release	Demobilisierung
демобилизовать	demobilize, demob	demobilisieren
демобилизоваться	get be demobilized	aus der Armee entlassen werden
демограф	demographer	Demograf, Demograph
демографический	Adjective of демография	demographisch
демография	demography	Demographie
демократ	democrat	Demokrat
демократизация	democratization	Demokratisierung
демократизировать	democratize	demokratisieren
демократизм	democratism democracy	Demokratie, demokratische Verhältnisse, demokratische Sta…
демократический	democratic	demokratisch
демократичный	democratic	demokratisch
демократия	democracy	Demokratie
демократка		Demokratin, Vertreterin einer demokratischen Partei, Anhä…
демон	demon	Dämon
демонический	demonic, demoniacal	dämonisch
демонолог		Dämonologe
демонология		Dämonologie
демонстрант	demonstrator, marcher	Demonstrant
демонстрантка	demonstrator, marcher	Demonstrantin, Demonstrationsteilnehmerin
демонстративно		demonstrativ
демонстративный	demonstrative, as a deliberate protest	demonstrativ
демонстрационный		Demonstrations-, Demo-, Schau-, Vorführ-
демонстрация	demonstration, show, display	Demonstration, Kundgebung, Vorführung, Bekundung
демонстрировать	demonstrate, take part in a demonstration, show, give a d…	demonstrieren, sich an einer Demonstration beteiligen, vo…
демонстрироваться	be shown	demonstriert / gezeigt / vorgeführt werden
демонтаж	dismantling	Abbau, Demontage, Demontierung
демонтировать	dismantle	abmontieren demontieren
демпинг	dumping	Dumping, Export / Verkauf zu Schleuderpreisen
демпинговый	dumping	Dumping-
демшиза		Propagandisten der westlichen Lebensweise, Scheißdemokraten
денатурат	methylated spirit	denaturierter / vergällter / technischer Alkohol, Spiritus
денатурировать	denature	denaturieren
дендрит	dendrite	Dendrit, Bäumchen
дендрология	dendrology	Dendrologie, Baumkunde, Gehölzkunde
денежка	half-copeck coin, a bit of money	Rübling
денежный	money, monetary, pecuniary	Geld-
денник	stall	Pferdebox, Einzelbox (im Pferdestall)
денница	down, daybreak, morning-star	Morgenröte, Tageserwachen
денно		tags, tagsüber
денонсация	denouncement	Kündigung, Aufhebung, Lösung, Annullierung (international…
денонсировать	denounce	aufkündigen, für ungültig erklären
дентин	dentine	Dentin, Zahnbein
денщик	batman, striker	Offiziersbursche
день	day, afternoon	Tag
деньги	money, funds, cash	Geld
деньжата	money, cash	Geld, Piepen, Mäuse, Staub, Moneten, Knöpfe
денёк	one of those days.	Tag, Wochentag
денёчек		schöner Tag, wunderschöner Tag
депозитарий	depositary	Depositenbank, Depositär
деполяризация	depolarization	Depolarisation
депонировать	deposit	deponieren, hinterlegen
депортация	deportation	Deportation, Verbannung, Ausweisung
депортировать		deportieren, verschleppen, zwangsweise verschicken, auswe…
депрессивный	depressed, depressing	depressiv
депрессия	depression, slump decline, downturn	Depression, Niedergeschlagenheit, Flaute
депутат	government official, deputy	der Abgeordnete, der Deputierte
депутатский	Adjective of депутат	Abgeordneten-, Deputierten-
дервиш	dervish	der Derwisch (muslimischer Asket, Anhänger des Sufismus)
дергач	crake, corn-crake, landrail	Wachtelkönig, Wiesenknarrer, Wiesenralle
деревенение		Verholzung
деревенеть	become grow stiff numb, stiffen	unkonvertierbar werden (in Bezug auf den Rubel)
деревенский	rural, village, country	Land-, Dorf-
деревенщина	bumpkin	Dorftrottel, Dorftrampel
деревенька		Dörfchen
деревня	village, country, countryside	Dorf, Land
дерево	tree, wood	Baum, Holz
деревушка	hamlet, small village	kleines Dorf
деревце	sapling	(schöner schlanker junger) Baum
деревцо	sapling	schöner junger schlanker Baum
деревянистый	ligneous, woody, hard	holzig
деревянка		Derewjanka (Ortsname)
деревянность		Hölzernheit, hölzerner Charakter
деревянный	wooden, ligneous	hölzern, Holz-
деревяшка	piece of wood, stump, wooden leg	Holzscheit, Stück Holz
держава	state, power, orb	Macht, Staat
державный	majestic	Großmacht-, Großmachts
держатель	holder, clamp, clutch	Inhaber, Träger (eines Titels)
держать	keep	halten, festhalten
держаться	keep, keep oneself	sich festhalten, halten, sich halten, auftreten, anhalten
дерзать	dare	wagen, riskieren
дерзить	cheek, sauce	frech werden, Frechheiten sagen
дерзкий	impertinent, insolent, cheeky, saucy, daring, bold, audac…	frech
дерзко		frech
дерзнуть	dare	wagen, riskieren
дерзостный		dreist, frech, unverschämt
дерзость	impudence, impertinence, insolence, cheek, sauce, rudenes…	Frechheit, Verwegenheit, Dreistigkeit
дерматин	leatherette	Kunstleder
дерматолог	dermatologist	Dermatologe
дерматологический	dermatological	dermatologisch
дерматология	dermatology	Dermatologie
дернина	turf, sod, piece of cut turf	Grasnarbe, Rasennarbe, Rasen
дерьмо	Shit	die Scheiße, der Dreck
дерьмовый		Scheiß-
дерюга	sackcloth, sacking	Sackleinen, Sackleinwand, Grobleinen
десант	landing, landing party force, troops landed	Landung, Landetruppen, Landungstruppen
десантировать		absetzen (Truppen)
десантироваться		abgesetzt werden (Truppen)
десантник	paratrooper, man of airborne troops	Fallschirmjäger
десантный	landing	Landungs-, Lande-, Luftlande-
десегрегация	desegregation	Desegregation, Aufhebung der Rassentrennung
десерт	dessert	Dessert
десертный	dessert	Dessert-, Nachtisch-
дескриптор		Deskriptor, Kennwort, Schlüsselwort, Stichwort
десна	gum	Zahnfleisch
десница	right hand	die Hand des Herrschers
деспот	despot	Despot, Gewaltherrscher
деспотизм	despotism	Despotismus, Gewaltherrschaft
деспотический	despotic	despotisch
деспотичный	despotic	despotisch
деспотия	despotism	Despotie, Gewaltherrschaft, Willkürherrschaft, Tyrannei
дестабилизация		Destabilisierung
дестабилизировать		destabilisieren, aus der Stabilität bringen, das Gleichge…
деструктивный		zerstörerisch
десятиклассник	tenth-form boy, tenth-former	Zehntklässler, Schüler der zehnten Klasse / Abschlussklas…
десятиклассница	tenth-form girl	Zehntklässlerin, Schülerin der zehnten Klasse / Abschluss…
десятилетие	tenth anniversary, tenth birthday, decade, ten years	Jahrzehnt, der zehnte Jahrestag
десятилетка	secondary school	Zehnklassenschule
десятина	dessiatina, tithe	Desjatine/Dessjatine (historisches russisches Flächenmaß,…
десятиугольник	decagon	Zehneck, Dekagon
десятиугольный	decagonal	zehneckig
десятник	foreman, charge-hand	Vorarbeiter, Leiter einer Zehnergruppe auf dem Bau, Polier
десятый	tenth	der zehnte
детализация	working out in detail, detailed elaboration	Detaillierung, detailgetreue Ausarbeitung, Darlegung / Au…
детализировать	work out in detail	detaillieren
деталировка		Detailzeichnung, Detaildarstellung, feine Ausarbeitung / …
деталь	detail	Detail, Einzelheit, Einzelteil, Teil, Werkstück
детально	in detail, minutely	im einzelnen
детальность		Detailgenauigkeit, Detailtreue, Genauigkeit
детальный	detailed, minute	ausführlich, eingehend
детвора	kiddies	Kinderschar
детдом	orphanage	Waisenhaus
детдомовец		Heimkind
детдомовский		Kinderheim-, Heim-
детектив	detective	Krimi, Kriminalgeschichte, Kriminalfilm, Kriminalroman
детективный	detective	Detektiv-, Ermittlungs-
детектор	detector, spark indicator	Detektor
детекторный	Adjective of детектор	Detektor-
детерминист	determinist	Determinist, Vertreter / Verfechter / Anhänger des Determ…
детина	big fellow	Mannsbild, kräftiger Mann
детишки	kiddies, little ones	Kindchen, Kinderlein
детище	child, offspring, work, creation	kleines Kind
детка		meine Kleine
детонатор	detonator	Zünder, Zündkapsel
детонация	detonation	Detonation, Explosion, Knall
детонировать	detonate, be out of tune	detonieren
деточка		meine Kleine
детский	childish, infantile, puerile, childlike	kindlich, Kinder-
детство	childhood	Kindheit
деть	put, do	verbrauchen, ausgeben
деться	happen to, get to	hingeraten, hinkommen, verschwinden
дефект	defect, blemish	Defekt, Mangel, Fehler, Schaden
дефектный	imperfect, faulty	defekt, fehlerbehaftet, kaputt, schadhaft
дефектоскоп	defectoscope, flaw detector	Defektoskop, Werkstoffprüfgerät
дефектоскопия	defectoscopy, flaw detection	(zerstörungsfreie) Werkstoffprüfung, Defektoskopie, Mater…
дефиниция	definition	Definition
дефис	hyphen	Bindestrich, Trennstrich
дефицит	deficit, deficiency, shortage	Mangel
дефицитный	showing a loss, scarce, in short supple, critical	Mangel-, defitizär
дефляция	deflation	Deflation
дефолт		Finanzkrise, Zusammenbruch des Finanzsystems
деформация	deformation	Deformation, Verformung
деформировать	deform	verbiegen, ausbeulen
децентрализация	decentralization	Dezentralisierung, Überwindung der Hauptstadtfixiertheit,…
децентрализовать	decentralize	dezentralisieren
дециметр	decimetre	Dezimeter
дешевизна	cheapness, low prices	Billigkeit
дешифровать	decipher, decode	dechiffrieren, entziffern, └ dekodieren/decodieren┘
дешифровка	deciphering, decipherment, decoding	Dechiffrierung, Entschlüsselung
дешёвенький		spottbillig, schäbig
дешёвка	low price, sale at reduced prices, cheap stuff, worthless…	Ramschware
дешёвый	cheap, inexpensive, low	billig
деяние	deed, act	Handlung, Tat
деятель	public figure	Person, Persöhnlichkeit, -mann
деятельница		Vertreterin (einer Bewegung), Repräsentantin, Persönlichk…
деятельность	activity, work, occupation, operation	Tätigkeit, Beschäftigung, Aktivität
деятельный	active, energetic	tätig, wirksam, aktiv
джаз	jazz, jazz band	Jazz, Jazzmusik, Jazzkapelle, Jazzband
джазовый	jazz	Jazz-
джедай		Jedi-Ritter
джем	jam	Marmelade
джемпер	jumper, pull-over	Pullover
джентльмен	gentleman	Gentleman
джентльменский	gentlemanly	Gentleman-, gentlemanlike
джигит	Dzhigit	Recke, Reiterheld
джигитовка		Dschigitenreiterei/Djigitenreiterei, Vorführung kühner Re…
джинсовый	jean	Jeans-
джинсы	jeans	Jeans
дзюдо	judo	Judo, Judosport
дзюдоист	judoist	Judoka, Judosportler
диабет	diabetes	Diabetes
диабетик	diabetic	Diabetiker, Zuckerkranker, Zuckerpatient
диабетический	diabetic	Diabetiker-
диагноз	diagnosis	Diagnose
диагност	diagnostician	Diagnostiker
диагностик		Diagnostiker
диагностика	diagnostics	Diagnoseverfahren, Befunderstellung, Diagnose
диагностический	diagnostic	Diagnose-, diagnostisch, Diagnostik-
диагональ	diagonal	Diagonale
диагональный	diagonal	diagonal
диаграмма	graph, diagram	Diagramm
диакон		Diakon
диалект	dialect	Dialekt, Mundart
диалектальный	dialect, dialectal	dialektgebunden
диалектизм	dialecticism	Dialektismus, dialektaler Ausdruck
диалектик	dialectician	Dialektiker
диалектика	dialectics	Dialektik
диалектический	dialectical	dialektisch
диалектный	dialect, dialectal	dialektal
диалектолог	dialectologist	Dialektologe, Dialektforscher
диалектология	dialectology	Dialektologie
диалог	dialogue	Dialog, Zwiegespräch
диалогический	dialogic	dialogisch
диалоговый		interaktiv
диаметр	diameter	Durchmesser
диаметрально	diametrically	diametral
диаметральный	diametral, diametrical	diametral
диапазон	range, diapason, compass, scope	Umfang, Bereich
диапозитив	slide	Diapositiv, Dia
диапозитивный	slide	Diapositiv-, Dia-
диарея	diarrhea	Diarrhoe
диаспора		Diaspora
диатез	diathesis	erhöhte Krankheitsanfälligkeit
диатонический	diatonic	diatonisch
диафрагма	diaphragm, stop, aperture	Zwerchfell, Blende
диван	sofa, couch, settee	Sofa, Couch, Diwan
диванный		Couch-
диванчик		kleines Sofa
диверсант	saboteur, wrecker	Diversant
диверсантка		Diversantin, Saboteurin
диверсионный	Adjective of диверсия	Diversions-, Sabotage-
диверсификация		Diversifikation, Diversifizierung, Streuen von Investitionen
диверсия	diversion, sabotage, subversive activity	Diversion, Sabotage
дивертисмент	variety show, music-hall entertainment, divertissement	Divertissement, Divertimento
дивизион	flotilla, squadron, division	Abteilung
дивизионный	divisional	Divisions-
дивизия	division	Division
дивить	surprise	überraschen, verwundern, in Erstaunen versetzen
дивиться	marvel	überrascht sein, verwundert sein, sich wundern
дивный	marvellous, wonderful, glorious, delightful, delicious	wundervoll, wunderbar, wunderschön
диво	wonder, marvel, it is amazing	wunderschönes Fabelwesen
дидактика	didactics	Didaktik, Unterrichtskunde
дидактический	didactic	didaktisch
диез	sharp	Kreuz, „#“-Zeichen
диета	diet	Diät
диетический	dietary	Diät-
диетолог	dietitian	Ernährungswissenschaftler, Diätassistent, Diätologe
дизайн	design	Design, Formgestaltung
дизайнер	designer	Designer, Industrieformgestalter
дизайнерский	designed	Design-, Stil-, Formgestalter-, Designer-, ... in Einzela…
дизель	diesel engine	Dieselkraftstoff
дизельный	diesel	Diesel-
дикарка	savage, shy woman, shy girl	Wilde
дикарь	savage, shy unsociable person, non-official holiday-maker	Wilder, Wüstling, Primitiver
дикий	wild, barbarous, savage, shy, unsociable, strange, queer,…	wild
дико		wild
